Station,AggComposite,AggNina,AggNino,AggNeutral
21197080,1.7854515476243755,2.036534102063737,1.4864188743775986,1.7729073056001263
21197110,3.1378641708072728,3.649181813065747,2.4344913551355685,3.1700116141833887
21197150,47.738344120814936,51.1328497740428,39.75496399086348,49.97690535883024
21197210,0.12969441310304364,0.1527201693698205,0.11265710615744942,0.12219717914008041
21207960,42.21369212339754,47.83430176685406,38.478308388119984,40.124841350045415
21209200,59.32526685662597,65.40681356240263,51.007411534074045,59.67830878258139
21209920,5.070989145878626,5.055304120293953,5.109316501289191,5.059766337471361
21227010,5.081813956711091,5.647841216300002,4.613145246026394,4.92797918911592
21237010,1148.5098018691779,1224.0416987202973,1018.2519914674181,1169.364766230493
21237020,1253.4354439068204,1352.839363228268,1146.669778487047,1241.3669688577784
21237040,3.0569492253900843,3.3333790335271054,2.3385815389562863,3.2809507385486114
21257090,23.28541494615415,28.80087824292165,21.40721187628049,20.14340092470223
23017020,1.3865808844428231,0.88228819758612,2.0164430839298446,1.3938927412004132
23017030,44.1218276412691,47.43643780137154,38.45221330570684,45.00856183292191
23017060,5.226882710718752,5.788417366485335,4.502736528283254,5.232667312166435
23017090,38.34863802969983,39.854477780856556,35.77260073386179,38.75167434847894
23067050,66.23436912616594,70.55860659891327,55.05598486359275,69.70230814115716
23067070,8.473783748767575,10.84648190941287,6.164138557557647,8.039801685116196
23067080,21.846811290630953,23.156853059077566,18.850157169888657,22.659178544514994
23067090,10.2447814132249,10.846606884848585,8.176766340801384,11.040481923998623
24017150,1.579919994840586,1.263956727773742,1.3765159209408784,1.9499716921646184
24017610,1.6517270643583652,2.025337017809448,1.3668055728812116,1.5352602342435628
35027020,17.51300331137583,17.969593616246858,17.491592566236502,17.170961862950165
35027100,5.362032779006885,4.83456071291122,4.933834804628277,6.033965370312661
35027190,27.500178907684,27.794672632058028,26.555947072541986,27.848158799090996
35027200,57.157593242425435,55.95410782161965,56.96090125364322,58.213838118419076
35027220,0.11566154129798059,0.10449765783662442,0.12751618799396516,0.11710005545371141
35027500,0.07290908368078834,0.0638886836000107,0.08304077378471021,0.0737333620134409
35027510,0.8623570595104325,0.7746936753100278,0.8597075928530955,0.9321588101791201
35037100,73.12562152802239,73.26670673607488,75.03048446303745,71.85180568369452
35037110,0.36720896202223746,0.37011508535567034,0.3686323172212973,0.36407881569680867
35067020,68.16543438723154,68.64589860949326,67.27255700451904,68.33738728157446
35067030,4.551635506777267,4.5321358550517195,4.584712700440774,4.546588061991662
35067040,32.99360283188928,33.25491958433545,32.44801476257467,33.1237714001234
35067090,6.7633815875051155,6.92736260911394,6.795894544790266,6.6159717634684405
35067120,7.852666736982123,7.824607595078185,7.823504988690468,7.892311582418971
35077070,79.87728155169934,73.09028009145783,93.30494368590672,76.95026693876046
35077140,9.879002457465948,10.089786124369878,10.360973949622858,9.42052147133367
