Station,AggComposite,AggNina,AggNino,AggNeutral
23120190,1138.5092139281257,1269.0594693745809,987.5901785169924,1129.198425776575
23125070,1594.3782496136341,1763.8282663710738,1390.441026079184,1587.2120954066788
23125150,2940.759996939745,3078.105404015806,2722.003920086303,2967.620060624357
24010020,528.429543717565,544.2396773566836,482.84002357958104,543.9930354159076
24010070,787.9281041243795,845.2989291132155,694.606708808094,800.3360929374592
24010140,711.6474300511276,806.5272774463585,607.1742701693901,701.6967020047867
24010270,543.7307211028119,637.432536470873,441.15513403933716,533.5366123553321
24010280,749.9282623037714,818.3959117830256,650.9408482489995,757.167954631156
24010300,840.0251672825175,850.133859459244,779.09276394345,869.3993198522711
24010350,772.5003033873453,807.1010133967809,716.8336139319013,779.6071724916669
24010390,964.8629147421816,1033.5725797255575,875.5801450521255,965.9837567879238
24010520,878.3194554470015,973.4212955489153,794.1864774945304,855.7659552275792
24010530,694.5428282163379,772.5419589719555,594.7574832838386,694.8567706429404
24010540,1021.8080459216436,1094.674598385712,964.9213065589166,999.8981791712569
24010550,1007.9794899513543,1003.9125274538301,969.0944430567741,1034.9057672183385
24010560,1882.0976114533669,2053.3261059672514,1681.5578980326165,1871.4719405885828
24010570,1414.587153342906,1399.5210791448228,1431.4645730714349,1415.9912323295373
24010580,1007.325860819469,1088.1418149266276,905.5210434120203,1006.6830627073418
24010590,934.8906610762732,970.4714291023118,831.1185226063412,970.6330372320904
24011080,663.769108192,752.8471584449323,574.2879462943353,649.1691124882923
24011090,756.9579471845348,827.1197691876838,679.715072918447,749.59161990025
24011150,935.5039727061278,1037.2808181410044,823.6960700814863,924.6712556385046
24015110,774.9463606741399,859.7755088754008,673.2161500043545,771.1365963713619
24015150,641.6778609531079,692.9504155153612,577.8948568837621,640.7777098915114
24015190,706.4406184574565,772.0049589386098,622.060284605995,707.011890992453
24015210,744.940468521859,832.1307886628708,641.9341191639484,740.0740996864615
35020010,2555.904444891911,2494.395938737523,2528.1261747225903,2620.720003671021
35020050,906.838475760752,929.621793435833,826.1727038943893,938.4138670429103
35020240,1075.6480107551133,1136.4723701743503,1009.7977039576045,1068.582029805296
35020280,946.8737195491084,992.1666650401833,865.5090909090908,961.3687016693935
35020290,1195.1515136071496,1252.7599575517304,1118.934383837196,1196.9220809541132
35020300,1680.6750729093105,1648.9642857142856,1600.9228321828064,1754.0764989494155
35020350,1190.3277406425893,1118.0198209586456,1270.701372581571,1197.450014211835
35020380,1275.2573714474654,1299.786982019755,1206.8665703080342,1297.9731639208933
35020390,1457.4462110620766,1495.9814582185809,1332.477985389366,1503.8438234070081
35020420,999.6951288144246,1033.5252160540153,957.2038425444371,999.3497359041794
35025050,1346.1700958544368,1424.7071731799567,1261.9065065691857,1336.5801180533526
35030010,2689.5713653932403,2617.6957239968137,2576.629912773261,2814.494418636006
35030020,6019.953580789626,5883.632010706241,5847.288513600099,6231.499009692528
35030080,919.0283503648251,929.8968527252234,867.9238052550288,941.8056260960589
35030110,1850.7385926435563,1872.4422079300257,1682.357268168296,1936.7577012667398
35030120,1928.429913582628,1829.8053584671077,1996.0901542209433,1963.7899760601733
35030140,1853.0694838627173,1826.469678603633,1805.701657556525,1902.705226251345
35030160,1503.3339939136113,1442.6088252328955,1505.1447634791568,1549.4580992641122
35030170,1060.1619034166272,1003.4726990732055,1017.0513530328761,1130.5988431404687
35030180,1582.6578046327622,1734.7321592169678,1386.003081470441,1584.555637444243
35030210,1758.5294032611594,1680.1821112992839,1786.9908843297899,1802.073058578456
35030230,2091.5296739713476,1944.3910268175405,2136.0997008076756,2178.733605357664
35030250,2077.885448634772,2202.607068155828,2025.2671267762125,2013.0353856986249
