Fecha,21197080,21197110,21197150,21197210,21207960,21209200,21209920,21227010,21237010,21237020,21237040,21257090,23017020,23017030,23017060,23017090,23067050,23067070,23067080,23067090,24017150,24017610,35027020,35027100,35027190,35027200,35027220,35027500,35027510,35037100,35037110,35067020,35067030,35067040,35067050,35067090,35067120,35077070,35077140
1980-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980-02-01,,,,,,,,,,,,,,,,,,,,,18.13,,,,,,,,,,,,,,,,,,
1980-03-01,,,,,,,,,,,,,,,,,,,,,14.57,,,,,,,,,,,,,,,,,,
1980-04-01,,,,,,,,,,,,,,,,,,,,,14.47,,,,,,,,,,,,,,,,,,
1980-05-01,,,,,,,,,,,,,,,,,,,,,14.64,,,,,,,,,,,,,,,,,,
1980-06-01,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,
1980-07-01,,,,,,,,,,,,,,,,,,,,,16.05,,,,,,,,,,,,,,,,,,
1980-08-01,,,,,,,,,,,,,,,,,,,,,13.77,,,,,,,,,,,,,,,,,,
1980-09-01,,,,,,,,,,,,,,,,,,,,,13.46,,,,,,,,,,,,,,,,,,
1980-10-01,,,,,,,,,,,,,,,,,,,,,18.43,,,,,,,,,,,,,,,,,,
1980-11-01,,,,,,,,,,,,,,,,,,,,,17.24,,,,,,,,,,,,,,,,,,
1980-12-01,,,,,,,,,,,,,,,,,,,,,14.25,,,,,,,,,,,,,,,,,,
1981-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-04-01,,,,,,,,,,,,,,,,,,,,,9.166,,,,,,,,,,,,,,,,,,
1981-05-01,,,,,,,,,,,,,,,,,,,,,16.68,,,,,,,,,,,,,,,,,,
1981-06-01,,,,,,,,,,,,,,,,,,,,,9.64,,,,,,,,,,,,,,,,,,
1981-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981-11-01,,,,,,,,,,,,,,,,,,,,,9.508,,,,,,,,,,,,,,,,,,
1981-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-04-01,,,,,141.1,,,,,,,,,,,,,,,,11.83,,,,,,,,,,,,,,,,,,
1982-05-01,,,,,,,,,,,,,,,,,,,,,10.59,,,,,,,,,,,,,,,,,,
1982-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-10-01,,,,,,,,,,,,,,,,,,,,,10.47,,,,,,,,,,,,,,,,,,
1982-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1983-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984-11-01,,,,,,,,,,,,,,140.6,,,,,,,,,,,,,,,,,,,,,,,,,
1984-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-04-01,,,,,,,,24.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.7,,,,,39.96,,
1986-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.11,,
1986-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-10-01,,,,,,,,,,,,,,135.6,,,,,,,,,,,,,,,,,,,,,,,,,
1986-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
