Fecha,21197080,21197110,21197150,21197210,21207960,21209200,21209920,21227010,21237010,21237020,21237040,21257090,23017020,23017030,23017060,23017090,23067050,23067070,23067080,23067090,24017150,24017610,35027020,35027100,35027190,35027200,35027220,35027500,35027510,35037100,35037110,35067020,35067030,35067040,35067090,35067120,35077070,35077140
1980-01-01,0.6315438173420376,2.108,7.445,0.13658788625244156,30.82,23.656224594782934,3.788783767845996,3.296,707.4,761.2,1.149,12.883626281751084,0.385,26.87,4.542899808500351,31.897215412653438,36.58,5.280977693690594,9.746,10.73,1.43,0.631,8.824,1.67,10.01597635507864,24.286433316893653,0.07126882504906236,0.03341997635638898,0.4693118439725071,43.04,0.191,16.35,2.629,8.445,1.588,1.189,124.8,4.621711430073396
1980-02-01,1.8482118474960243,4.184,58.15,0.15534404326214393,40.89,37.77904662008299,3.3352924353684434,2.575,883.8,964.0,3.722,20.502894456051024,0.336,40.98,5.838728287040192,42.35095793128197,73.58,8.726949489274364,16.12,7.09,12.283304105628112,0.857,5.75,1.3,9.038354388663048,17.26394484177731,0.05562499037617723,0.013938959868693132,0.3626876864905784,23.18,0.161,12.83,1.257,5.3,1.24,1.0,101.38545298865158,3.7721302097724405
1980-03-01,0.6214550718343275,1.824,5.842,0.1414200604727572,26.83,20.994206522218587,3.3721050737032567,2.127,683.8,715.7,0.541,11.616163500782415,0.307,35.24,4.795887254108873,33.30108712553151,46.08,5.75575484466705,9.036,9.018,12.283304105628112,0.296,5.329,1.24,9.553008926487749,22.12113056940768,0.05611659198573998,0.025812973135191517,0.3883484097025584,35.86,0.133,15.31,1.216,7.403,2.056,1.638,101.42451352208094,4.40021182864686
1980-04-01,1.1139665033810193,3.572,25.62,0.11700304098426906,27.91,28.188970219505855,4.398240727445776,2.241,1047.0,1116.0,1.503,20.363427683384263,0.307,31.3,5.006842577099738,36.769476636741615,52.6,7.183,8.463,16.87,12.283304105628112,0.65,16.35,3.54,21.365963180134695,46.74777015404061,0.09483088786861234,0.06624949743154962,0.8615603373507491,101.6,0.252,50.85,3.711,26.08,5.686,5.945,101.51554539649882,8.193974271423178
1980-05-01,1.291854267473465,2.885,38.08,0.11381790617083012,25.89,38.873682023848374,4.397304398873405,1.969,1015.0,1104.0,3.51,21.45979075983543,0.326,38.53,5.200016037054758,37.089356007548886,57.04,8.975,15.35,18.78,12.283304105628112,0.598,15.21,3.35,19.19,53.5,0.09314755537022498,0.07017980557335017,0.8992862271100721,118.1,0.317,43.49,3.785,31.71,5.94,6.968,101.53494814696694,7.418506334118314
1980-06-01,1.2400972295392674,3.888,43.36,0.09174609255870866,36.92,46.54001052217276,8.187372195469019,3.316,1377.0,1475.0,2.197,28.148255351690903,0.336,43.03,3.5223245375194008,29.591157878338247,24.7,5.591,9.193,11.25,12.283304105628112,2.632,69.9,16.9,73.44,85.1,0.2503234424030174,0.19048494756664147,2.039013644370157,296.5,0.488,79.19,10.55,60.46,12.71,11.95,101.81866546049758,11.948820457491314
1980-07-01,0.5893205009747207,1.578,15.06,0.09272787757817397,26.1,26.866437967228443,5.672285118820122,1.114,984.6,1071.0,0.63,19.15715054384705,0.257,23.1,3.2274768477229734,24.517711490199183,13.77,1.028,4.877,4.3,12.283304105628112,1.944,19.5,5.35,43.67,67.17,0.1373028312371612,0.11723553409065876,1.2861034474609032,167.0,0.396,49.02,7.361,41.67,6.385,8.907,101.64411629810837,9.239407512551988
1980-08-01,0.5556482408732457,1.906,18.61,0.10349810748241191,23.59,26.159558840775954,5.345272834745739,1.419,754.5,777.0,0.543,13.418314336773218,0.262,20.97,3.3331869984380926,25.03635868145333,11.96,2.184,4.628,3.21,12.283304105628112,0.76,21.28,4.85,39.1,52.99,0.1258288821761664,0.10035734120192617,1.0948256827599214,107.6,0.294,68.17,6.52,31.19,4.973,4.997,101.56362616894712,10.732289647791351
1980-09-01,0.5377369711554465,1.272,19.38,0.11012700445622715,29.65,28.125140607049623,5.591882507120214,2.583,726.1,783.1,1.003,14.197177296227867,0.468,30.08,3.275359972546632,24.26618814626972,12.21,1.219,5.532,3.93,12.283304105628112,0.667,21.49,6.43,36.44,54.14,0.13688576964050125,0.10824596957022653,1.1759947687442844,140.6,0.314,60.08,6.533,27.39,5.525,5.334,101.60268768578267,9.883449717390803
1980-10-01,1.5258742398510627,3.314,54.3,0.12557794075694387,37.56,46.03282404945297,5.4500920885011475,8.855,1138.0,1232.0,1.301,24.889363136537465,0.389,43.19,4.217203579895896,32.27811100967919,31.93,6.307,16.2,23.47,12.283304105628112,2.131,28.73,8.06,35.87,49.07,0.1398757870966677,0.10562127967090741,1.125598928357129,157.3,0.336,40.05,5.125,26.56,6.149,5.018,125.0,7.202261083044294
1980-11-01,1.2587461278359815,3.241,33.75,0.13403802095132875,37.73,41.58849152574075,3.8806237198577005,4.091,974.2,1055.0,4.782,20.182509805913153,0.349,43.6,4.68716232268128,34.5121675692619,43.75,5.689,19.92,22.82,12.283304105628112,0.805,9.166,2.95,20.44,40.44,0.07583695408039624,0.056898449319487975,0.6621369337785273,87.04,0.269,22.39,1.995,10.65,2.588,2.978,79.46,5.1973932856691105
1980-12-01,1.2795895814346123,3.569,28.69,0.1346347821073665,33.36,40.22861085202087,3.407110527473736,3.109,992.6,1058.0,1.433,19.57190614493193,0.337,40.36,5.266094095662193,38.22155650583398,58.33,6.807,21.06,10.56,12.283304105628112,0.49,3.888,1.53,11.47,35.79,0.05768046535947552,0.03506505749184552,0.48725237148603573,59.61,0.22,13.3,1.117,4.2,1.887,2.704,76.73,3.984437432909769
1981-01-01,0.6540090777323999,1.893,13.16,0.13983939935005194,24.95,23.629969370169583,3.2344389488785406,1.511,627.6,648.3,1.752,10.854264140310123,0.331,48.34,4.479909554518753,31.11335291685375,35.11,4.544,10.81,4.151,4.568,0.419,2.4,0.97,7.752,30.71,0.05217473359503379,0.02311782594620473,0.32189563741023736,25.42,0.163,5.452,0.783,3.641,1.229,2.055,101.41754072097767,3.4913772883129477
1981-02-01,0.8269293143232495,1.595,17.13,0.141883565614626,26.52,24.68256608761828,3.2664164591513316,5.551,689.6,735.5,1.743,13.039666215389156,0.362,52.51,5.025065171134713,34.081215151664765,46.16,9.404,11.14,3.716,3.977,0.185,1.5,0.92,6.789,31.7,0.05436159661025319,0.01894634169496744,0.3149619016182545,29.0,0.202,8.157,1.05,6.999,1.977,2.305,101.41463367305812,3.242004404533068
1981-03-01,0.8829777770599359,1.425,13.2,0.13430111790292787,22.45,36.90054567481133,4.524895149961474,4.578,801.4,864.8,2.277,15.189365661366622,0.379,45.15,5.330035430357466,36.56859228409083,62.23,8.231,17.44,4.083,3.927,0.143,3.27,8.24,8.504,33.53,0.11571789380212265,0.04335395269241462,0.6059126670361189,39.92,0.245,14.16,1.945,9.816,3.195,4.191,101.41771799355391,4.011612568720148
1981-04-01,2.7761917044324536,4.174,70.65,0.1429567683861668,51.47,89.07276470345181,4.968509266449001,5.919,1325.0,1458.0,18.6,30.541118037220986,0.545,55.72,7.916054768644032,56.975285058051874,143.6,16.38,48.85,20.86,12.283304105628112,2.266,11.8,9.14,18.31,44.53,0.1334708325347127,0.044919389895384694,0.8824928129174808,69.79,0.428,49.87,3.569,26.39,3.352,4.739,101.402389996635,7.135639285978845
1981-05-01,5.108039194205894,6.852,144.1,0.17045805649009638,102.0,120.82501726055307,6.010100441208362,11.44,2304.0,2520.0,12.9,55.07549935378481,0.602,73.88,8.977273309828,68.97237773021001,190.3,15.59,60.8,35.72,12.283304105628112,6.49,21.86,12.14,38.07,50.01,0.17719344204447812,0.07492368797817571,1.368406152794869,120.2,0.697,86.68,5.993,43.74,6.134,5.651,101.44421171578402,11.311565977066078
1981-06-01,2.2858911870661736,4.255,64.84,0.13517047983487046,52.49,84.36088148673045,6.7353557546315255,8.988,1532.0,1808.0,2.023,38.44491298968088,0.466,57.38,5.4009775878033635,41.819058507918655,73.89,9.309,38.66,17.85,12.283304105628112,2.148,24.95,11.55,44.37,54.11,0.19362286383768407,0.14874526953621253,1.7443645602936069,169.4,0.47,86.53,8.138,36.36,8.256,15.09,101.59733309801732,16.73
1981-07-01,1.0619988674815501,2.774,27.17,0.10831478383326432,23.39,40.02960745446702,6.0852075615505985,2.473,1300.0,1431.0,0.761,26.786002794885892,0.415,34.41,3.8414794658813736,29.744372976521966,29.83,3.173,11.36,4.358,5.729,0.808,25.83,9.5,43.71,55.59,0.16831573314193943,0.1303597908446502,1.4622017016827131,163.1,0.485,77.29,6.568,32.52,7.46,7.392,101.6221423936693,14.25
1981-08-01,0.6642986011613188,1.671,22.07,0.11658744039695633,21.45,31.963375659495696,5.562320362633316,4.965,809.0,878.8,2.126,16.20411980660686,0.439,39.39,3.5833928406800224,26.75346891888061,19.94,1.494,7.581,3.153,5.264,0.526,18.82,6.57,31.49,48.57,0.1424859179472293,0.10623320381019792,1.2047184194234566,113.6,0.358,55.77,6.343,27.22,6.065,5.756,101.56054792294526,12.95
1981-09-01,0.7538646937425904,1.386,26.0,0.12585468591229573,21.48,34.5451946022161,5.562167853491542,2.199,825.2,914.8,0.737,17.447781351353726,0.435,55.63,3.6513018211671593,26.585558816851524,21.56,1.851,9.473,2.867,5.067,0.466,24.45,7.74,29.47,48.14,0.1467949633670967,0.10463666738916715,1.1272607257848781,110.8,0.608,68.21,5.776,27.85,8.62,7.404,101.55534572885455,11.61
1981-10-01,1.468627231477236,4.435,40.73,0.13623567497081118,39.23,54.57454023078775,5.648915511033508,9.333,1056.0,1209.0,2.952,24.54713372551822,0.515,61.17,5.139933714217298,39.298106762988425,56.93,8.982,22.55,14.24,5.923,1.224,23.5,9.52,31.68,48.9,0.1561081610620798,0.1030679437084528,1.2310043732629234,115.8,0.264,58.98,5.187,31.55,7.065,6.326,101.53614705965927,12.99
1981-11-01,2.9984564972920573,4.677,66.02,0.1749633869405544,78.8,70.27129203110752,4.475129590073738,5.399,1678.0,1857.0,5.883,37.59262377807285,0.508,72.71,7.788193823128885,55.957522529908005,132.5,20.67,35.04,18.56,12.283304105628112,2.152,19.9,4.71,27.39,33.15,0.10959348393765926,0.06276010578619366,1.0827039241421401,93.0,0.277,43.94,3.59,29.57,6.915,5.115,101.44514188409327,11.36
1981-12-01,1.5266022887886381,2.732,27.53,0.15962331495485005,34.21,46.381131595255695,3.6185915755015405,3.986,1151.0,1310.0,6.384,25.32255717053402,0.429,60.61,6.081883209144414,43.05221379403588,86.67,9.941,25.07,10.21,6.251,0.598,7.1,1.57,12.78,20.84,0.06690650945036418,0.0295404181172261,0.5753970236031498,59.36,0.186,19.66,2.111,12.27,3.112,2.475,101.425648463028,5.154
1982-01-01,2.239418596731115,3.71,40.44,0.1687873300289854,43.23,40.64459869503332,3.303916648778847,3.055,1490.0,1563.0,3.571,28.909948416664637,0.51,60.81,7.045513067515465,51.234043275679355,124.8,8.529,20.57,11.8,5.903,0.838,6.5,1.69,12.26,15.49,0.05859821081847702,0.0,0.36075797035911966,25.36,0.293,8.39,1.257,8.648,1.549,1.545,101.35044067570804,3.212
1982-02-01,2.747871993656358,3.896,68.41,0.1735818864848229,41.56,48.65932691378601,3.1611340187846007,3.271,1306.0,1538.0,17.67,33.45592113980553,0.555,58.53,8.213914410556242,59.31776589203531,162.7,11.23,23.79,10.25,6.409,0.434,3.7,1.22,9.207,8.086,0.05453208184350515,0.0,0.33850735038993507,26.38,0.179,12.87,1.211,9.754,2.438,1.846,101.32130615864014,3.5521990727479857
1982-03-01,2.7789170472486564,6.063,58.18,0.18117473904632972,60.57,64.61431323583002,3.4814048889356455,4.39,1459.0,1641.0,3.384,33.49026391883022,0.449,61.12,8.220858892165689,60.58309157617041,150.1,14.82,36.32,19.02,5.728,1.022,5.9,1.91,11.57,10.65,0.06218608446734063,0.0,0.43397694847679535,30.14,0.157,22.08,1.996,15.07,3.311,2.234,101.33925445713804,3.719
1982-04-01,5.969420144258727,11.47,196.3,0.16599437246465001,129.40004362206676,112.42574325804779,6.052279377472665,7.59,2437.0,2529.0,12.61,56.89931933421388,0.606,75.02,8.733353306357357,69.20760392125285,152.9,23.27,46.72,17.06,12.283304105628112,6.108,33.1,8.15,42.96,68.91,0.16197114628831177,0.10827150272610549,1.6350035938956313,138.7,0.336,87.02,7.874,56.7,7.307,4.081,101.50483147587076,16.99
1982-05-01,3.6798525872408554,5.825,93.0,0.15584347934992634,86.3,78.94047965885198,5.070977287782787,17.35,2212.0,2433.0,9.348,49.877989665630345,0.73,68.45,6.9595327415653205,54.536456264079945,122.9,13.36,36.07,18.78,12.283304105628112,4.133,35.7,6.49,46.23,55.12,0.13480549832713218,0.1042876303425582,1.4570358215133392,152.6,0.546,69.18,4.5,39.3,10.43,4.781,101.53924668274794,14.44
